Match,Round,Agent_Names,Source,Action_Type,Action_Description,Player_Finished,Player_Hands,Board_Before,Board_After,Possible_Actions,Current_Roles,Match_Score,Game_Score,Game_Performance_Score
2,1,,RANDOM_01,DISCARD,pass,False,"[[11, 11, 0, 5, 6, 6, 7, 8, 8, 8, 8, 9, 10, 10, 11, 11, 11], [0, 0, 0, 0, 4, 4, 5, 0, 0, 7, 7, 7, 9, 9, 10, 12, 12], [1, 2, 5, 0, 0, 0, 8, 9, 9, 10, 10, 10, 10, 10, 10, 3, 5], [2, 0, 0, 4, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 4, 11, 11]]","[143, 143, 143, 143, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 11, 11, 0, 0, 0, 0, 0, 0, 0]","['C8;Q4;J0', 'pass']",,,,
2,1,,RANDOM_02,DECLARE_PIZZA,,,,,,,,,,
2,2,,RANDOM_02,DISCARD,C7;Q2;J0,False,"[[11, 11, 0, 5, 6, 6, 7, 8, 8, 8, 8, 9, 10, 10, 11, 11, 11], [0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 7, 7, 9, 9, 10, 0, 12], [1, 2, 5, 0, 0, 0, 8, 9, 9, 10, 10, 10, 10, 10, 10, 3, 5], [2, 0, 0, 4, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 4, 11, 11]]","[169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J0', 'C4;Q1;J1', 'C4;Q1;J2', 'C4;Q2;J0', 'C4;Q2;J1', 'C4;Q2;J2', 'C5;Q1;J0', 'C5;Q1;J1', 'C5;Q1;J2', 'C7;Q1;J0', 'C7;Q1;J1', 'C7;Q1;J2', 'C7;Q2;J0', 'C7;Q2;J1', 'C7;Q2;J2', 'C7;Q3;J0', 'C7;Q3;J1', 'C7;Q3;J2', 'C7;Q4;J0', 'C7;Q4;J1', 'C7;Q4;J2', 'C7;Q5;J0', 'C7;Q5;J1', 'C7;Q5;J2', 'C9;Q1;J0', 'C9;Q1;J1', 'C9;Q1;J2', 'C9;Q2;J0', 'C9;Q2;J1', 'C9;Q2;J2', 'C10;Q1;J0', 'C10;Q1;J1', 'C10;Q1;J2', 'C0;Q0;J1', 'pass']",,,,
2,2,,RANDOM_03,DISCARD,C6;Q3;J0,False,"[[11, 11, 0, 5, 6, 6, 7, 8, 8, 8, 8, 9, 10, 10, 11, 11, 11], [0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 7, 7, 9, 9, 10, 0, 12], [0, 0, 0, 1, 2, 3, 0, 5, 8, 9, 9, 10, 10, 10, 10, 10, 10], [2, 0, 0, 4, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 4, 11, 11]]","[91, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q2;J0', 'C6;Q2;J0', 'C6;Q3;J0', 'pass']",,,,
2,2,,RANDOM_04,DISCARD,pass,False,"[[11, 11, 0, 5, 6, 6, 7, 8, 8, 8, 8, 9, 10, 10, 11, 11, 11], [0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 7, 7, 9, 9, 10, 0, 12], [0, 0, 0, 1, 2, 3, 0, 5, 8, 9, 9, 10, 10, 10, 10, 10, 10], [2, 0, 0, 4, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 4, 11, 11]]","[78, 78, 78, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
2,2,,RANDOM_01,DISCARD,pass,False,"[[11, 11, 0, 5, 6, 6, 7, 8, 8, 8, 8, 9, 10, 10, 11, 11, 11], [0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 7, 7, 9, 9, 10, 0, 12], [0, 0, 0, 1, 2, 3, 0, 5, 8, 9, 9, 10, 10, 10, 10, 10, 10], [2, 0, 0, 4, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 4, 11, 11]]","[78, 78, 78, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
2,2,,RANDOM_02,DISCARD,C4;Q2;J1,False,"[[11, 11, 0, 5, 6, 6, 7, 8, 8, 8, 8, 9, 10, 10, 11, 11, 11], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 9, 9, 10, 0], [0, 0, 0, 1, 2, 3, 0, 5, 8, 9, 9, 10, 10, 10, 10, 10, 10], [2, 0, 0, 4, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 4, 11, 11]]","[78, 78, 78, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 12, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J2', 'C4;Q2;J1', 'C4;Q2;J2', 'C5;Q1;J2', 'pass']",,,,
2,2,,RANDOM_03,DISCARD,pass,False,"[[11, 11, 0, 5, 6, 6, 7, 8, 8, 8, 8, 9, 10, 10, 11, 11, 11], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 7, 9, 9, 10, 0], [0, 0, 0, 1, 2, 3, 0, 5, 8, 9, 9, 10, 10, 10, 10, 10, 10], [2, 0, 0, 4, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 4, 11, 11]]","[52, 52, 156, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 12, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
2,2,,RANDOM_02,DECLARE_PIZZA,,,,,,,,,,
2,3,,RANDOM_02,DISCARD,C5;Q1;J1,False,"[[11, 11, 0, 5, 6, 6, 7, 8, 8, 8, 8, 9, 10, 10, 11, 11, 11], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 9, 10], [0, 0, 0, 1, 2, 3, 0, 5, 8, 9, 9, 10, 10, 10, 10, 10, 10], [2, 0, 0, 4, 6, 7, 8, 8, 8, 9, 9, 9, 9, 10, 4, 11, 11]]","[169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q1;J0', 'C5;Q1;J1', 'C7;Q1;J0', 'C7;Q1;J1', 'C7;Q2;J0', 'C7;Q2;J1', 'C7;Q3;J0', 'C7;Q3;J1', 'C9;Q1;J0', 'C9;Q1;J1', 'C9;Q2;J0', 'C9;Q2;J1', 'C10;Q1;J0', 'C10;Q1;J1', 'C0;Q0;J1', 'pass']",,,,
